contractRecordsTO.SCPType,contractRecordsTO.beneficialOwner,contractRecordsTO.biddingProcess,contractRecordsTO.bolpatraId1,contractRecordsTO.bolpatraId2,contractRecordsTO.bolpatraId3,contractRecordsTO.contractAddress,contractRecordsTO.contractAmount,contractRecordsTO.contractDate,contractRecordsTO.contractId,contractRecordsTO.contractName,contractRecordsTO.contractStatus,contractRecordsTO.contractType,contractRecordsTO.contractorCountry1,contractRecordsTO.contractorCountry2,contractRecordsTO.contractorCountry3,contractRecordsTO.contractorGenericName,contractRecordsTO.contractorName1,contractRecordsTO.contractorName2,contractRecordsTO.contractorName3,contractRecordsTO.contractorType,contractRecordsTO.deliveryDate,contractRecordsTO.dlpEndDate,contractRecordsTO.dlpStartDate,contractRecordsTO.donorParty,contractRecordsTO.endOrCompleteDate,contractRecordsTO.estimatedCost,contractRecordsTO.fiscalYear,contractRecordsTO.grantLoanNo,contractRecordsTO.ifbNo,contractRecordsTO.isSCP,contractRecordsTO.outstandingValue,contractRecordsTO.percentageOfCompletion,contractRecordsTO.postValidationDate,contractRecordsTO.procurementCategoryId,contractRecordsTO.procurementMethodId,contractRecordsTO.projectDescription,contractRecordsTO.publicEntity,contractRecordsTO.publicEntityName,contractRecordsTO.sharedPercentage1,contractRecordsTO.sharedPercentage2,contractRecordsTO.sharedPercentage3,contractRecordsTO.sourceOfFund,contractRecordsTO.startDate,contractRecordsTO.totalPayment,contractRecordsTO.vat_no1,contractRecordsTO.vat_no2,contractRecordsTO.vat_no3,contractRecordsTO.warrantyPeriod,contract_id
,,--Select Bidding Process --,,,,Sarawal,9704600.40,19-04-2022,UDB-RUP/34701013/078-79/61,"Construction Of Multipurpose Hall,Sarawal",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,KAT Engineering Construction,"""""",,,Single,,,,,,130000.00,2078/79,,UDB-RUP/34701013/078-79/61,No,0.00,100,,Works,NCB,"Construction Of Multipurpose Hall,Sarawal",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,1474978.00,608429898,,,0,UDB-RUP/34701013/078-79/61
,,Only e-Bid,,,,Ilam,18071090.89,07-07-2020,UDBO/ILAM/W/NCB/12/076-077,"Community Building Construction,Tumbewa 3 Panchthar",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,M/S Shankar Trishakti Nirman Sewa Pvt.Ltd.,M/S Shankar Trishakti Nirman Sewa Pvt.Ltd.,,,Single,,05-07-2023,06-07-2022,,06-07-2022,24203718.40,,,UDBO/ILAM/W/NCB/12/076-077,No,39.48,0,,Works,NCB,"Community Building Construction,Tumbewa 3 Panchthar",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,04-07-2020,7136135.69,6313,,,0,UDBO/ILAM/W/NCB/12/076-077
,,Only e-Bid,,,,Bhairahawa,20331230.13,30-05-2022,UDB-RUP/34701013/078-79/59,"Construction Of Dharmashala at Krishnagar,Kapilvastu",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Brave Construction,"""""",,,Single,,,,,,27397246.75,2078/79,,UDB-RUP/34701013/078-79/59,No,0.00,100,,Works,NCB,"Construction Of Dharmashala at Krishnagar,Kapilvastu",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,3676750.00,300118784,,,0,UDB-RUP/34701013/078-79/59
,,Only e-Bid,,,,"Ilam-6, Ilam",29852835.31,10-07-2020,UDBO/ILAM/W/NCB/10/076-077,"Community Building Construction Gauradha-3, Jhapa",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Khanal Construction Pvt. Ltd.,Khanal Construction Pvt. Ltd.,,,Single,,09-07-2023,09-07-2022,,09-07-2022,38885199.45,,,UDBO/ILAM/W/NCB/10/076-077,No,27.00,73,,Works,NCB,"Community Building Construction Gauradha-3, Jhapa RCC construction",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,10-07-2020,21776170.00,603571064,,,0,UDBO/ILAM/W/NCB/10/076-077
Others,,--Select Bidding Process --,,,,Ramgram-12,3688359.55,03-04-2022,UDB-RUP/34701014/078-79/51,"Construction Of MDrain at Palhinandan-05,Nawalparasi",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Jay Bagrangwali Nirman Sewa,"""""",,,Single,,,,,,4000000.00,2078/79,,UDB-RUP/34701014/078-79/51,Yes,0.00,100,,Works,NCB,"Construction Of MDrain at Palhinandan-05,Nawalparasi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,2545172.62,602103794,,,0,UDB-RUP/34701014/078-79/51
Others,,Only e-Bid,,,,Gaidahawa-07,1661932.36,28-04-2022,UDB-RUP/34701013/078-79/70,"Construction & Maintainance Of BP/Ganeshman Smirti Bhawan ,Bhairahawa",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Himshikha Construction Pvt.Ltd.,'',,,Single,,,,,,2500000.00,2078/79,,UDB-RUP/34701013/078-79/70,Yes,0.00,100,,Works,NCB,"Construction & Maintainance Of BP/Ganeshman Smirti Bhawan ,Bhairahawa",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,1605023.00,609522925,,,0,UDB-RUP/34701013/078-79/70
Others,,Only e-Bid,,,,Kotahimai-07,6939152.03,06-03-2022,UDB-RUP/34701013/078-79/40,"Construction OF infrastucture at Bidhutiye Sab Dah,Suddhodhan-02",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Yadav Nirman Sewa,"""""",,,Single,,,,,,10000000.00,2078/79,,UDB-RUP/34701013/078-79/40,Yes,0.00,100,,Works,NCB,"Construction OF infrastucture at Bidhutiye Sab Dah,Suddhodhan-02",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,3705297.00,102591091,,,0,UDB-RUP/34701013/078-79/40
Others,,--Select Bidding Process --,,,,Butwal-04,576941.28,19-04-2022,UDB-RUP/34701013/078-79/69,"Construction & infrastucture At Muktinath Temple,butwal-12",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Panta Nirman Sewa,"""""",,,Single,,,,,,675420.56,2078/79,,UDB-RUP/34701013/078-79/69,Yes,0.00,100,,Works,NCB,"Construction & infrastucture At Muktinath Temple,butwal-12",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,256000.00,300669851,,,0,UDB-RUP/34701013/078-79/69
,,Only e-Bid,,,,"Ilam-6, Ilam",16173925.11,08-07-2019,UDBO/ILAM/W/NCB/13/075-76,Dokan Danda to Boudha Mod Road Construction and Upgrading Works,Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Khanal Construction Pvt. Ltd.,Khanal Construction Pvt. Ltd.,,,Single,,06-07-2022,06-07-2021,,06-07-2021,26973439.85,,,UDBO/ILAM/W/NCB/13/075-76,No,0.00,100,,Works,NCB,Dokan Danda to Boudha Mod Road Construction and Upgrading Works Road pavement work,1846,"Urban Development and Building Office, Ilam",100,,,Goverment,08-07-2019,15069257.00,603571064,,,0,UDBO/ILAM/W/NCB/13/075-76
Others,,Only e-Bid,,,,Tilottama-16,8342009.48,27-12-2021,UDB-RUP/34701013/078-79/09,"Construction of Seminar Hall at Foresty Research Centre , Yogikuti, Butwal, Rupandehi.",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Mukti Construction Pvt.Ltd.,"""""",,,Single,,,,,,13000000.00,,,UDB-RUP/34701013/078-79/69,Yes,0.00,100,,Works,NCB,"Construction of Seminar Hall at Foresty Research Centre , Yogikuti, Butwal, Rupandehi.",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,3898471.00,604262071,,,0,UDB-RUP/34701013/078-79/09
Others,,Only e-Bid,,,,Omsatiyaa,2589582.24,03-01-2022,UDB-RUP/34701012/078-79/04,"Construction of Infrastructure(Drain Cover) at Prabhatpath to Bhanupath Road,Si.na.pa.-09, Rupandehi",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Sahani Builders,"""""",,,Single,,,,,,3854273.00,,,UDB-RUP/34701012/078-79/04,Yes,2589582.24,30,,Works,NCB,"Construction of Infrastructure(Drain Cover) at Prabhatpath to Bhanupath Road,Si.na.pa.-09, Rupandehi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,477673.00,616068519,,,0,UDB-RUP/34701012/078-79/04
Others,,Only e-Bid,,,,Si.Na.Pa.-11,1850689.14,03-01-2022,UDB-RUP/34701012/NCB/078-79/3,"Construction of Infrastructure (Road Upgrading Works) at Unnatitole, Omsatiya Rural Municipality, Rupandehi.",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Safik Nirman Sewa,"""""",,,Single,,,,,,2896904.22,2078/79,,UDB-RUP/34701012/NCB/078-79/3,Yes,0.00,100,,Works,NCB,"Construction of Infrastructure (Road Upgrading Works) at Unnatitole, Omsatiya Rural Municipality, Rupandehi.",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,1425982.00,300117318,,,0,UDB-RUP/34701012/NCB/078-79/3
Others,,Only e-Bid,,,,"Si.Na.Pa.-11,Rupandehi",5127135.72,03-01-2022,UDB-RUP/34701012/NCB/078-79/13,"Construction of Road and Drain at Semarhana Mayadevi-5, Marchawari-6,Rupandehi",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Safik Nirman Sewa,Si.Na.Pa.-11,Rupandehi","Safik Nirman Sewa,Si.Na.Pa.-11,Rupandehi",,,Single,,,,,,6716185.65,2078/79,,UDB-RUP/34701012/NCB/078-79/13,Yes,0.00,100,,Works,NCB,"Construction of Road and Drain at Semarhana Mayadevi-5, Marchawari-6,Rupandehi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,906000.00,300117318,,,0,UDB-RUP/34701012/NCB/078-79/13
,,Only e-Bid,,,,"Bhadrapur 8, Jhapa",11409368.85,23-06-2019,UDBO/ILAM/W/NCB/12/075-76,"Construction of Durga Community Building, Gwaldubba, Jhapa",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Garima Nirman Sewa,Garima Nirman Sewa,,,Single,,21-06-2021,21-06-2020,,21-06-2020,14750097.87,,,UDBO/ILAM/W/NCB/12/075-76,No,0.00,100,,Works,NCB,"Construction of Durga Community Building, Gwaldubba, Jhapa RCC construction works",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,23-06-2019,11766103.00,603636385,,,0,UDBO/ILAM/W/NCB/12/075-76
Others,,Only e-Bid,,,,"Bagha-2, Chanauli, Rupandehi",1410889.75,21-12-2021,UDB-RUP/34701012/NCB/078-79/17,"Roadway Upgrading Works at South of Karmahawa Talariya Pokhari, Mayadevi-7, Kapilvastu.",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Baishnavi Nirman Sewa, Bagha-2, Chanauli, Rupandehi","Baishnavi Nirman Sewa, Bagha-2, Chanauli, Rupandehi",,,Single,,,,,,1930331.07,2078/79,,UDB-RUP/34701012/NCB/078-79/17,Yes,1410889.75,30,,Works,NCB,"Roadway Upgrading Works at South of Karmahawa Talariya Pokhari, Mayadevi-7, Kapilvastu.",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,827537.00,605537066,,,0,UDB-RUP/34701012/NCB/078-79/17
Others,,--Select Bidding Process --,,,,"Jahada-06,Nawalparasi",5614954.67,04-03-2022,UDB-RUP/34701012/NCB/078-79/27,"Upgrading works of Road at Wasa Basanta Ma.vi Tole & Valuhi- Ahiroli,Sarawal 1 & 2 (Ekikrit Basti Bikas), West Nawalparasi.",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,"Navin Construction,Jahada-06,Nawalparasi","Navin Construction,Jahada-06,Nawalparasi",,,Single,,,,,,6835356.30,2078/79,,UDB-RUP/34701012/NCB/078-79/27,Yes,0.00,100,,Works,NCB,"Upgrading works of Road at Wasa Basanta Ma.vi Tole & Valuhi- Ahiroli,Sarawal 1 & 2 (Ekikrit Basti Bikas), West Nawalparasi.",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,1139921.00,300119086,,,0,UDB-RUP/34701012/NCB/078-79/27
,,Only e-Bid,,,,"phidim-1 ,Panchthar",18447175.63,10-07-2020,UDBO/ILAM/W/NCB/11/076-077,Simingchong Sarbadharma Community Building Construction,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,M/S Joshi/Sanjeev J.V,M/S Joshi/Sanjeev J.V,Joshi Nirman Sewa,Sanjeev Nirman sewa,Joint Venture,,13-04-2024,13-03-2023,,13-04-2023,24767423.60,,,UDBO/ILAM/W/NCB/11/076-077,No,47.46,0,,Works,NCB,Simingchong Sarbadharma Community Building Construction,1846,"Urban Development and Building Office, Ilam",100,60,40,Goverment,10-07-2020,8755880.34,613329224,,,0,UDBO/ILAM/W/NCB/11/076-077
,,Only e-Bid,,,,ilam municipality,22280922.06,15-07-2019,UDBO/ILAM/W/NCB/18/075-76,"Construction Of Community Building in Deurali Bazaar, Ilam",In-Progress,Unit rate contract,Nepal,Nepal,--Select Country--,sewalung-kirat j.v,sewalung nirman sewa,kirat nirman sewa,,Joint Venture,,13-04-2023,13-04-2022,,13-04-2022,28667146.68,,,UDBO/ILAM/W/NCB/18/075-76,No,18.00,82,,Works,NCB,"Construction Of Community Building in Deurali Bazaar, Ilam",1846,"Urban Development and Building Office, Ilam",51,49,,Goverment,15-07-2019,18455127.34,305443988,300005956,,0,UDBO/ILAM/W/NCB/18/075-76
,,Only e-Bid,,,,"Biratnagar-16, Morang",36858939.30,19-06-2020,UDBO/ILAM/W/NCB/05/076-077,"Construction of Road from Durga Chowk to Simsar Kankai-1, Jhapa",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,S.A.S Construction Pvt. Ltd.,S.A.S Construction Pvt. Ltd.,,,Single,,18-06-2023,18-06-2022,,18-06-2022,46699794.26,,,UDBO/ILAM/W/NCB/05/076-077,No,22.00,78,,Works,NCB,"Construction of Road from Durga Chowk to Simsar Kankai-1, Jhapa Road pavement work",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,19-06-2020,28883068.00,604310086,,,0,UDBO/ILAM/W/NCB/05/076-077
,,Only e-Bid,,,,"Biratnagar-16, Morang",34121879.07,19-06-2020,UDBO/ILAM/W/NCB/04/076-077,"Construction of Connecting Road and Drainage from Surunga Bridge to Tappu Kankai-2, Jhapa",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,S.A.S Construction Pvt. Ltd.,S.A.S Construction Pvt. Ltd.,,,Single,,18-06-2023,18-06-2022,,18-06-2022,45018833.74,,,UDBO/ILAM/W/NCB/04/076-077,No,26.00,74,,Works,NCB,"Construction of Connecting Road and Drainage from Surunga Bridge to Tappu Kankai-2, Jhapa. Road pavement work",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,19-06-2020,25201237.00,604310086,,,0,UDBO/ILAM/W/NCB/04/076-077
,,Only e-Bid,,,,Panchthar,16369713.17,20-05-2020,UDBO/ILAM/W/NCB/02/076-077,"Construction of Office Building Water Resource and Irrigation Development Division ,Phidim",Completed,Unit rate contract,Nepal,Nepal,Nepal,DHULIKHEL/MUBEN J.V,DHULIKHEL/MUBEN J.V,Dhukikhel Nirman sewa Pvt.Ltd.,Muben Construction Pvt .Ltd,Joint Venture,,18-05-2023,18-05-2022,,18-05-2022,18771472.50,,,UDBO/ILAM/W/NCB/02/076-077,No,0.00,100,,Works,NCB,"Construction of Office Building Water Resource and Irrigation Development Division ,Phidim",1846,"Urban Development and Building Office, Ilam",100,60,40,Goverment,20-05-2020,14673721.73,613265353,,,0,UDBO/ILAM/W/NCB/02/076-077
,,Only e-Bid,,,,Taplejung,22299029.10,20-05-2020,UDBO/ILAM/W/NCB/01/076-077,Construction of Madan Bhandari Smrithi Pratisthan Bhawan at Fungling,In-Progress,Unit rate contract,Nepal,Nepal,Nepal,SAS/POMU/ANGBUHANG J.V,SAS/POMU/ANGBUHANG J.V,S.A.S Construction PVT.LTD,Aangbuhang construction,Joint Venture,,14-01-2024,14-01-2023,,14-01-2023,22900813.30,,,UDBO/ILAM/W/NCB/01/076-077,No,42.25,0,,Works,NCB,Construction of Madan Bhandari Smrithi Pratisthan Bhawan at Fungling,1846,"Urban Development and Building Office, Ilam",100,50,25,Goverment,20-05-2020,12877464.31,613320539,,,0,UDBO/ILAM/W/NCB/01/076-077
,,Only e-Bid,,,,Sarawal 02,8930581.00,21-04-2022,UDB-RUP/34701013/078-79/60.,"Construction Of Infrastucture at Bipasna Centre,Sarawal-02,Nawalparasi",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,KAT Engineering Construction,KAT Engineering Construction,,,Single,,,,,,13000000.00,2078/79,,UDB-RUP/34701013/078-79/60.,No,0.00,100,,Works,NCB,"Construction Of Infrastucture at Bipasna Centre,Sarawal-02,Nawalparasi",2044,"Urban Development and Building Office, Rupandehi",100,,,Goverment,,0.00,608429898,,,0,UDB-RUP/34701013/078-79/60.
,,Only e-Bid,,,,"Jadibuti, Kathmandu",34774037.91,09-11-2020,GTMSRRP/337011094/076/77-002,"Construction of Jhangar Khola Bridge (RCC 1x15), Nuwakot",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Anjana-RD-RS JV,"Anjana Nirman Sewa Co. Pvt. Ltd., Putalisadak-32 , Kathmandu, Nepal","R.D. & Nirman Sewa Pvt. Ltd. Balkhu, kathmandu, Nepal","R.S. Nirman Sewa, Jadibuiti-32, Kathmandu",Joint Venture,,,,,08-07-2022,49985060.54,,,02-2076/77,No,15.00,85,,Works,NCB,"Construction of Jhangar Khola Bridge (RCC 1x15), Nuwakot",453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,25,37,38,Goverment,24-11-2020,28097050.49,300845312,300063215,601140710,0,GTMSRRP/337011094/076/77-002
,,Only e-Bid,,,,"Jadibuti, Kathmandu",28370944.05,09-11-2020,GTMSRRP/337011094/076/77-003,"Construction of Dhobi Khola Bridge (RCC1X15m), Nuwakot",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Anjana-RD-RS JV,"Anjana Nirman Sewa Co. Pvt. Ltd., Putalisadak-32 , Kathmandu, Nepal","R.D. & Nirman Sewa Pvt. Ltd. Balkhu, kathmandu, Nepal","R.S. Nirman Sewa, Jadibuiti-32, Kathmandu",Joint Venture,,,,,,34623550.63,,,02-2076/77,No,95.00,5,,Works,NCB,"Construction of Dhobi Khola Bridge (RCC1X15m), Nuwakot",453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,25,37,38,Goverment,24-07-2022,0.00,300845312,300063215,601140710,0,GTMSRRP/337011094/076/77-003
,,Only e-Bid,,,,"Jadibuti, Kathmandu",33542100.19,12-11-2020,GTMSRRP/337011094/076/77-004,"Construction of Bire Khola Bridge (RCC1X20m), Nuwakot",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Anjana-RD-RS JV,"Anjana Nirman Sewa Co. Pvt. Ltd., Putalisadak-32 , Kathmandu, Nepal","R.D. & Nirman Sewa Pvt. Ltd. Balkhu, kathmandu, Nepal","R.S. Nirman Sewa, Jadibuiti-32, Kathmandu",Joint Venture,,,,,,46028396.18,,,02-2076/77,No,10.00,90,,Works,NCB,"Construction of Bire Khola Bridge (RCC1X20m), Nuwakot",453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,25,37,38,Goverment,27-11-2020,29583140.73,300845312,300063215,601140710,0,GTMSRRP/337011094/076/77-004
,,Only e-Bid,,,,"Jadibuti, Kathmandu",35079246.56,12-11-2020,GTMSRRP/337011094/076/77-005,"Construction of Gundre Khola Bridge (RCC1X15m), Nuwakot",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Anjana-RD-RS JV,"Anjana Nirman Sewa Co. Pvt. Ltd., Putalisadak-32 , Kathmandu, Nepal","R.D. & Nirman Sewa Pvt. Ltd. Balkhu, kathmandu, Nepal","R.S. Nirman Sewa, Jadibuiti-32, Kathmandu",Joint Venture,,,,,,48318588.23,,,02-2076/77,No,5.00,95,,Works,NCB,"Construction of Gundre Khola Bridge (RCC1X15m), Nuwakot",453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,25,37,38,Goverment,27-11-2020,31647301.85,300845312,300063215,601140710,0,GTMSRRP/337011094/076/77-005
,,Only e-Bid,,,,Damak 8 Jhapa,16149988.95,29-06-2020,UDBO/ILAM/W/NCB/09/076-077,"COnstruction of Road from Gauradaha Everest School to Red Cross Office, Gauradaha-1, Jhapa",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Mangsuwa Nirman Sewa,Mangsuwa Nirman Sewa,,,Single,,28-06-2023,28-06-2022,,28-06-2022,19740203.19,,,UDBO/ILAM/W/NCB/09/076-077,No,0.00,100,,Works,NCB,"COnstruction of Road from Gauradaha Everest School to Red Cross Office, Gauradaha-1, Jhapa. Road Pavement work",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,29-06-2020,15801407.00,300218671,,,0,UDBO/ILAM/W/NCB/09/076-077
,,Only e-Bid,,,,"Jadibuti, Kathmandu",32230792.78,12-11-2020,GTMSRRP/337011094/076/77-006,"Construction of Sukaure Khola Bridge (RCC1X20m), Nuwakot",In-Progress,Unit rate contract,Nepal,Nepal,Nepal,Anjana-RD-RS JV,"Anjana Nirman Sewa Co. Pvt. Ltd., Putalisadak-32 , Kathmandu, Nepal","R.D. & Nirman Sewa Pvt. Ltd. Balkhu, kathmandu, Nepal","R.S. Nirman Sewa, Jadibuiti-32, Kathmandu",Joint Venture,,,,,,44805961.99,,,02-2076/77,No,10.00,90,,Works,NCB,"Construction of Sukaure Khola Bridge (RCC1X20m), Nuwakot",453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,25,37,38,Goverment,27-11-2020,26367374.80,300845312,300063215,601140710,0,GTMSRRP/337011094/076/77-006
,,Only e-Bid,,,,"Bhadrapur 8, Jhapa",10858713.62,29-05-2020,UDBO/ILAM/W/NCB/03/076-077,"Construction of Community Building at Shri Durga Panchayan Temple Area Arjundhara-2, Jhapa",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,Garima Nirman Sewa,Garima Nirman Sewa,,,Single,,30-05-2022,30-05-2021,,30-05-2021,14261497.63,,,UDBO/ILAM/W/NCB/03/076-077,No,0.00,100,,Works,NCB,"Construction of Community Building at Shri Durga Panchayan Temple Area Arjundhara-2, Jhapa. RCC construction works",1846,"Urban Development and Building Office, Ilam",100,,,--Select source of Fund --,29-05-2020,9763550.00,603636385,,,0,UDBO/ILAM/W/NCB/03/076-077
,,Only e-Bid,,,,Kathmandu,180549903.04,02-02-2021,GTMSRRP/337011094/076/77-007,"Slope Stabilization and Protection for Road Slope Disaster Management of Galchhi Landslide, Dhading (Ch. 2+100) and Jiling Landslide, Nuwakot (Ch. 16+200)",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Contech Pvt. Ltd,"Contech Pvt. Ltd, Kathmandu",,,Single,,,,,,279331930.27,,,03-2076/77,No,75.00,25,,Works,NCB,"Slope Stabilization and Protection for Road Slope Disaster Management of Galchhi Landslide, Dhading (Ch. 2+100) and Jiling Landslide, Nuwakot (Ch. 16+200)",453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,100,,,Goverment,17-02-2021,39297114.52,300064414,,,0,GTMSRRP/337011094/076/77-007
,,Only e-Bid,,,,"Banasthali-16, Kathmandu",156819968.15,09-03-2021,GTMSRRP/337011094/076/77-008,"""Slope Stabilization and Protection for Road Slope Disaster Management of Tirtire Bhir Landslide, Nuwakot (Ch. 32+200)""",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Immortal Construction Pvt. Ltd,"Immortal Construction Pvt. Ltd, Banasthali-16, Kathmandu",,,Single,,,,,,251220258.17,,,03-2076/77,No,95.00,5,,Works,NCB,"""Slope Stabilization and Protection for Road Slope Disaster Management of Tirtire Bhir
Landslide, Nuwakot (Ch. 32+200)""",453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,100,,,Goverment,24-03-2021,2926484.98,300725206,,,0,GTMSRRP/337011094/076/77-008
,,Only e-Bid,,,,"Bhadrapur 5,Bhadrapur",13665180.54,11-07-2019,UDBO/ILAM/W/NCB/16/075-76,"Construction of Jestha Nagarik Community Building, Barhadashi, Jhapa",Completed,Unit rate contract,Nepal,--Select Country--,--Select Country--,P. and G. Construction,P. and G. Construction,,,Single,,09-07-2021,09-07-2020,,09-07-2020,17161710.25,,,UDBO/ILAM/W/NCB/16/075-76,No,0.00,100,,Works,NCB,"Construction of Jestha Nagarik Community Building, Barhadashi, Jhapa RCC construction works",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,11-07-2019,10592240.00,603530715,,,0,UDBO/ILAM/W/NCB/16/075-76
,,Only e-Bid,,,,Kathmandu,1451339084.84,16-07-2020,GTMSRRP/337011094/076/77-001,Upgrading of Mailung Syphrubesi Road To Dedicated Double Lane Standard (Chainage 46+000 to 64+841),In-Progress,Unit rate contract,Nepal,India,--Select Country--,M/S Bharat Construction-Siddhi Sai JV,Siddhi Sai Prakash Construction Pvt.Ltd,"Bharat Constuction, India",,Joint Venture,,,,,,2444067688.23,,,01-2076/77,No,75.00,25,,Works,NCB,Upgrading of Mailung Syphrubesi Road To Dedicated Double Lane Standard (Chainage 46+000 to 64+841),453,Galchhi Trishuli Mailung Syaprubeshi Rasuwagadhi Road Project,25,75,,Goverment,31-07-2020,351074306.32,300051586,,,0,GTMSRRP/337011094/076/77-001
,,Only e-Bid,,,,"Ilam 6, Dhobidhara",35399339.95,21-06-2019,UDBO/ILAM/W/NCB/04/075-76,"Road and Drain Construction work at Laxmimarga-Baluwatar-Chakrapath, Damak, Jhapa",In-Progress,Unit rate contract,Nepal,--Select Country--,--Select Country--,Kanchanjunga Nirman Sewa,Kanchanjunga Nirman Sewa,,,Single,,19-06-2022,19-06-2021,,19-06-2021,51717416.54,,,UDBO/ILAM/W/NCB/04/075-76,No,78.55,0,,Works,NCB,"Road and Drain Construction work at Laxmimarga-Baluwatar-Chakrapath, Damak, Jhapa Road pavement work",1846,"Urban Development and Building Office, Ilam",100,,,Goverment,21-06-2019,7595715.00,301369440,,,0,UDBO/ILAM/W/NCB/04/075-76
